"","a","c","path_estimate_y_x1.Y ~ X1","path_estimate_y_x2.Y ~ X2","sd_bootstrap_y_x1","Z_test_boot_y_x1.Y ~ X1","Z_test_boot_y_x2.Y ~ X2","perc_ci_lb_boot_y_x1","perc_ci_ub_boot_y_x1","perc_ci_sgn_same_y_x1","sd_delta_y_x1","Z_test_delta_y_x1.Y ~ X1","sd_delta_y_x2","Z_test_delta_y_x2.Y ~ X2","Sim_run","simulation_run","n","c_estimate"
"result.1",0.1,0.1,0.113559314713673,0.501613287982586,0.040206196851158,0,0,0.0457264618884115,0.198740715420582,1,0.0364904339588347,0,0.0345725737420185,0,1,8,500,0.0944118952314322
"result.2",0.1,0.1,0.0114976246604369,0.476673213028146,0.0555311965403555,1,0,-0.0916158492090021,0.122688777336547,0,0.0441196212950168,1,0.0341949809313945,0,2,8,500,0.0904173710202449
"result.3",0.1,0.1,0.100966481917406,0.511725722895037,0.0389643669826577,0,0,0.0326945271276403,0.189401945158047,1,0.0410124165397948,0,0.0315663004421616,0,3,8,500,0.162663125425686
"result.4",0.1,0.1,0.114101910061796,0.494239249661866,0.0352366609340256,0,0,0.0560534393706548,0.19437934519305,1,0.0363686249876513,0,0.0322860433295715,0,4,8,500,0.103073177537592
"result.5",0.1,0.1,0.127679600880061,0.48562740325829,0.0384563807356235,0,0,0.0501446711273582,0.212861329072472,1,0.0397613910270878,0,0.0326387397545232,0,5,8,500,0.118738076787771
"result.6",0.1,0.1,0.0860582006504732,0.555272849405205,0.036352680971138,0,0,0.0261460174861064,0.171133404102719,1,0.0365676543356986,0,0.0325899133128901,0,6,8,500,0.120930016784784
"result.7",0.1,0.1,0.124865956123848,0.525674216969227,0.0370329472204228,0,0,0.0666119762598731,0.208068919429095,1,0.0383319796276998,0,0.0340569154152047,0,7,8,500,0.0390830245177923
"result.8",0.1,0.1,0.118637925589782,0.412444696000527,0.0405923791749441,0,0,0.0517281400959323,0.206465427047639,1,0.0372733050385146,0,0.0332791374933481,0,8,8,500,0.1251823613109
"result.9",0.1,0.1,0.111445314151036,0.481526084626266,0.0375039953714294,0,0,0.0511439070331657,0.192812719909091,1,0.0392931546296484,0,0.0326929120658547,0,9,8,500,0.222553204316898
"result.10",0.1,0.1,0.135859974813007,0.523382775362854,0.0414752903011879,0,0,0.0636568539078239,0.22719834049504,1,0.0405891043802694,0,0.0359135026317257,0,10,8,500,0.127051704115114
"result.11",0.1,0.1,0.0977659925248779,0.515024263922835,0.0390361190212863,0,0,0.0363181005898071,0.180192069893935,1,0.0374166749233509,0,0.0335180955075828,0,11,8,500,0.132667653295307
"result.12",0.1,0.1,0.110042678670143,0.428205775636629,0.0407204962202302,0,0,0.0438059700142403,0.203055778094995,1,0.041493339038688,0,0.0331554584136504,0,12,8,500,0.116321579466448
"result.13",0.1,0.1,0.113917709749632,0.529190934152558,0.0391539900856837,0,0,0.0455466558993526,0.201161858833166,1,0.0404927554337,0,0.0304147729344339,0,13,8,500,0.0642384465678751
"result.14",0.1,0.1,0.0526877732150885,0.50110539660849,0.0385071190873806,1,0,-0.000616361307330644,0.145471333887626,0,0.0412291519841266,1,0.0361397461957542,0,14,8,500,0.14721787093724
"result.15",0.1,0.1,0.119272323145227,0.551709384325027,0.0397359115781874,0,0,0.0580879933697719,0.200630496129091,1,0.0364925497360094,0,0.0303732927691283,0,15,8,500,0.0844445819776556
"result.16",0.1,0.1,0.100010036438058,0.571142791988111,0.0448657990005135,0,0,0.0185264898467712,0.185399107529042,1,0.037675840977279,0,0.0311982746800785,0,16,8,500,0.0473426096827044
"result.17",0.1,0.1,0.055733915952766,0.49844930027935,0.0403393531372922,1,0,0.000387049241346845,0.156164712718051,1,0.0455732537087671,1,0.033182889323946,0,17,8,500,0.185671735380029
"result.18",0.1,0.1,0.129863680327556,0.474104728493228,0.0366433919535151,0,0,0.0656004053439013,0.209499830690339,1,0.0381063017660768,0,0.0370767988239431,0,18,8,500,0.112281210516636
"result.19",0.1,0.1,0.0529614828747992,0.555534214123565,0.0523416285642118,1,0,-0.0828848707970714,0.150136473005814,0,0.039615058995504,1,0.0293838844246583,0,19,8,500,0.112539355062687
"result.20",0.1,0.1,0.133505607738962,0.55487639796607,0.0371058247337616,0,0,0.0711265395763626,0.210661769811853,1,0.0366372815464445,0,0.0294095578976026,0,20,8,500,0.0799019837941423
"result.21",0.1,0.1,0.0857358808389508,0.521569577907602,0.0393315287644162,0,0,0.0227770685791805,0.18002556463343,1,0.0378094099047627,0,0.0319145487280186,0,21,8,500,0.0843948012160176
"result.22",0.1,0.1,0.0603425323845221,0.506704857462785,0.0496066566849354,1,0,-0.0595372294081738,0.15305802403963,0,0.0422573723403479,1,0.0338749370147491,0,22,8,500,0.0622211724109087
"result.23",0.1,0.1,0.0481430610414857,0.490925652641724,0.0436086951589163,1,0,-0.0554132815113352,0.139786478159698,0,0.0383261146620991,1,0.0360822175619671,0,23,8,500,0.142636353098512
"result.24",0.1,0.1,0.0704416648179287,0.539954631884825,0.0384084411273158,1,0,0.00856503031713936,0.156088538338873,1,0.0407976624963533,1,0.0313389470048457,0,24,8,500,0.116057139202345
"result.25",0.1,0.1,0.117590193821407,0.493371059005114,0.0387880814745301,0,0,0.0544349948634258,0.212021550145599,1,0.0370192081634084,0,0.0382141639217571,0,25,8,500,0.146706295377276
"result.26",0.1,0.1,0.118219545446744,0.49333247961677,0.0359907021775151,0,0,0.0584058647889848,0.200223658926041,1,0.0374512965573803,0,0.0361243158927143,0,26,8,500,0.0633706934235396
"result.27",0.1,0.1,0.148693609917536,0.526127249258343,0.0385984828971866,0,0,0.086770647767672,0.234388168058781,1,0.0391901108262391,0,0.0335545510353139,0,27,8,500,0.118839549807725
"result.28",0.1,0.1,0.0714063314280053,0.513902152570234,0.0397012974926595,1,0,0.00519241634928669,0.162181841400634,1,0.0396757538725818,1,0.0343269405365903,0,28,8,500,0.199925076867654
"result.29",0.1,0.1,0.16442710837919,0.539589787061041,0.0380443419748005,0,0,0.100428911314269,0.249292472292025,1,0.0397939236400076,0,0.0302427411760376,0,29,8,500,0.069733541296722
"result.30",0.1,0.1,0.135401775381017,0.378051609756782,0.0466301843842,0,0,0.0466346641369071,0.231241982272429,1,0.0464421519419864,0,0.0363617092962762,0,30,8,500,0.173997164590055
"result.31",0.1,0.1,0.0935013108995198,0.506563419737506,0.0809611426446717,1,0,-0.118849985268205,0.180251611452792,0,0.0395154814634833,0,0.0330626698009412,0,31,8,500,0.0774846990560998
"result.32",0.1,0.1,0.0864894096267209,0.532828264630813,0.0341857337462473,0,0,0.025716348141868,0.162312028517793,1,0.0364989039253756,0,0.0346535847422074,0,32,8,500,0.119205805335729
"result.33",0.1,0.1,0.112571726508454,0.495170382122055,0.0418093959392429,0,0,0.0521735017540883,0.201672209980778,1,0.0375600663723881,0,0.0334118925512911,0,33,8,500,0.0999201078990453
"result.34",0.1,0.1,0.119219040440748,0.55108523803605,0.0395910413086649,0,0,0.0544331813024064,0.205049475788267,1,0.0381007990273701,0,0.031677008875913,0,34,8,500,0.058758739357735
"result.35",0.1,0.1,0.159770017664862,0.509337398419509,0.0369956468420819,0,0,0.0935984311022462,0.242844193995619,1,0.0363459555505131,0,0.0315770927000485,0,35,8,500,0.127157225493453
"result.36",0.1,0.1,0.189616974484066,0.475686787898179,0.0398423635405456,0,0,0.119651736214616,0.271905557487033,1,0.039515176845146,0,0.034966108087629,0,36,8,500,0.0987705396865384
"result.37",0.1,0.1,0.12348886452507,0.541738186685659,0.0367423540390259,0,0,0.0609517667971,0.203409446247716,1,0.0366563213995636,0,0.0294393122982986,0,37,8,500,0.11085175564921
"result.38",0.1,0.1,0.111172062716805,0.472688039133944,0.0371829310429065,0,0,0.0510581638705399,0.194151651510999,1,0.039192726078634,0,0.0375131197809835,0,38,8,500,0.167183279318103
"result.39",0.1,0.1,0.078547495563169,0.507167935541385,0.0440993287831119,1,0,0.014571607281367,0.179552925781365,1,0.0452324894928342,1,0.038876122248665,0,39,8,500,0.11800229697242
"result.40",0.1,0.1,0.12285429873601,0.573458116460818,0.0343617060877553,0,0,0.0676428099796166,0.195239017618474,1,0.0360236916966931,0,0.0346117786807901,0,40,8,500,0.181492926382933
"result.41",0.1,0.1,0.111575364786167,0.50201637692248,0.0459924921048143,0,0,0.0338996704501737,0.206573174354843,1,0.044778874041888,0,0.0313682583649684,0,41,8,500,0.0604172545647798
"result.42",0.1,0.1,0.144816307130409,0.451548984616776,0.0425692316637006,0,0,0.0633625780202422,0.232877981410268,1,0.0423077044884488,0,0.036196366729149,0,42,8,500,0.109734119682214
"result.43",0.1,0.1,0.0727276677132118,0.459583659522164,0.0395389004862422,1,0,0.00954297329910449,0.167014854253593,1,0.0413532319880464,1,0.0376634930469799,0,43,8,500,0.132341283327967
"result.44",0.1,0.1,0.0951315871459661,0.499846797524062,0.0381598006160709,0,0,0.0323664971900795,0.179775692663662,1,0.0380120260500881,0,0.0317208506332864,0,44,8,500,0.135341621487158
"result.45",0.1,0.1,0.118960503437851,0.496135085558766,0.0357476404459613,0,0,0.0629904262146111,0.200055607206616,1,0.0364763523163759,0,0.0323456370802634,0,45,8,500,0.155936018777037
"result.46",0.1,0.1,0.153952441925308,0.413409528627844,0.0429163786898527,0,0,0.0732610898359665,0.246632327153833,1,0.0386367641512295,0,0.0335501054742482,0,46,8,500,0.106960745239353
"result.47",0.1,0.1,0.158348651608207,0.558714789520127,0.033171293616309,0,0,0.101277841100111,0.224243957335953,1,0.0356337123135302,0,0.0338258287877988,0,47,8,500,0.112833961401556
"result.48",0.1,0.1,0.089714257837942,0.503839668504382,0.0429802964538653,0,0,0.00789311839034865,0.178604035718255,1,0.0416907477683046,0,0.0359393426311298,0,48,8,500,0.083712430173707
"result.49",0.1,0.1,0.188090866109572,0.429933242380059,0.0401427563309035,0,0,0.114842359049098,0.272488752877245,1,0.03833219782002,0,0.0357584026102951,0,49,8,500,0.171331940489219
"result.50",0.1,0.1,0.182727774395956,0.471735780847044,0.0384554406226058,0,0,0.117036486621835,0.271699764202811,1,0.037544549943993,0,0.0348606348121119,0,50,8,500,0.124238542341197
"result.51",0.1,0.1,0.0453335527040402,0.436042065370917,0.0590882005017064,1,0,-0.0788761924233732,0.143040971852127,0,0.0405548969948392,1,0.034522365547048,0,51,8,500,0.0233173024206745
"result.52",0.1,0.1,0.0853198339075404,0.459017559526793,0.0426426043402311,0,0,0.0176887740168786,0.184109393184263,1,0.0426556877086201,0,0.0371354121613702,0,52,8,500,0.0765682728844555
"result.53",0.1,0.1,0.152877849131332,0.502938672133849,0.0400400341631986,0,0,0.08390777442463,0.23435238681179,1,0.0412106678606263,0,0.0345991202014277,0,53,8,500,0.0167841224886366
"result.54",0.1,0.1,0.0628956952420895,0.562154799028329,0.0360006926623819,1,0,0.00763532674672438,0.139054647340291,1,0.0376883010211865,1,0.0335617403384876,0,54,8,500,0.131046544210445
"result.55",0.1,0.1,0.183705176676986,0.487517952607039,0.0403096521216451,0,0,0.108311512732793,0.267339667105797,1,0.0414674044108113,0,0.0312208245166675,0,55,8,500,0.16259236494061
"result.56",0.1,0.1,0.0904600959764954,0.534491120843119,0.0384954585930418,0,0,0.0304497789033584,0.175208164830445,1,0.0418474588972377,0,0.0329541798048834,0,56,8,500,0.160731904194633
"result.57",0.1,0.1,0.154450216885812,0.514054838317198,0.0373770481981741,0,0,0.0826892489712052,0.230619446184729,1,0.0355486178898125,0,0.0312366936053261,0,57,8,500,0.0559183147865925
"result.58",0.1,0.1,0.126188000309042,0.481302543562547,0.0405816885980122,0,0,0.061208772880333,0.211158869374971,1,0.0424168519941596,0,0.0388095997803452,0,58,8,500,0.213103692140278
"result.59",0.1,0.1,0.127854118864429,0.505212009440548,0.037538861491927,0,0,0.0606121111761815,0.207912392176032,1,0.0403442185434686,0,0.0327543778524405,0,59,8,500,0.0743163505372189
"result.60",0.1,0.1,0.069711246825559,0.516069179228458,0.0402517911165664,1,0,0.00156537497775138,0.16444224675961,1,0.04387388709164,1,0.0348122922910937,0,60,8,500,0.154607732464035
"result.61",0.1,0.1,0.121729529734515,0.567708970187071,0.0420594843401202,0,0,0.059631885387998,0.214143013127043,1,0.0409937309002511,0,0.0305796015788006,0,61,8,500,0.110558560401359
"result.62",0.1,0.1,0.0994060705708457,0.520285849436627,0.0365729713458995,0,0,0.0354094015393109,0.176667016003481,1,0.0387787700023647,0,0.0324041725446558,0,62,8,500,0.0926805831867256
"result.63",0.1,0.1,0.0698778149167834,0.563591884819468,0.0368758642267473,1,0,0.0117642067236781,0.153751463697347,1,0.0399665786508419,1,0.0313864294590285,0,63,8,500,0.127102982282182
"result.64",0.1,0.1,0.141078647621899,0.485886350090058,0.0400714035671784,0,0,0.0629621065801515,0.229193843591292,1,0.0405760761155413,0,0.0347936687495366,0,64,8,500,0.151237227554209
"result.65",0.1,0.1,0.0562876404959265,0.505905901010673,0.0389289758653062,1,0,-0.0016872884524709,0.142998025167528,0,0.0380477120837764,1,0.0326452309047858,0,65,8,500,0.0566095367809213
"result.66",0.1,0.1,0.125671753283941,0.459492075677343,0.039322575270823,0,0,0.0522327822019905,0.209086573880341,1,0.0409777666524619,0,0.0344565755041177,0,66,8,500,0.162389761644008
"result.67",0.1,0.1,0.0928412550275363,0.474340077705678,0.0371702959618858,0,0,0.0374238101547585,0.184199325848577,1,0.0370288355484716,0,0.0342563671311952,0,67,8,500,0.103268684207614
"result.68",0.1,0.1,0.0694032937986477,0.536889457520773,0.0406112887126945,1,0,-0.00251762269845798,0.16456861111114,0,0.0438027313786419,1,0.0369225791679101,0,68,8,500,0.112891944406181
"result.69",0.1,0.1,0.0460782466680282,0.555396564029948,0.0642731882985908,1,0,-0.0975956987190356,0.134735010524679,0,0.0401398264500929,1,0.0313115805589463,0,69,8,500,0.0655549616791024
"result.70",0.1,0.1,0.0735833847094417,0.527528082188761,0.0380531452637629,1,0,0.0139958818854051,0.164600453138057,1,0.040355962720731,1,0.0334947187842213,0,70,8,500,0.0967879277317111
"result.71",0.1,0.1,0.148271577878833,0.507181744403279,0.0396733649220592,0,0,0.0745602769831173,0.228495871054516,1,0.0387646855620828,0,0.0357394498648836,0,71,8,500,0.0729474268837482
"result.72",0.1,0.1,0.0952774529713475,0.511420753316732,0.0369363320617683,0,0,0.0396350599010076,0.184969246413104,1,0.0372804444840254,0,0.0298037333094699,0,72,8,500,0.0980694805021422
"result.73",0.1,0.1,0.115148775027376,0.544051320352287,0.0410250751283271,0,0,0.0441846830273322,0.201011865414146,1,0.0408646975847398,0,0.0305699273979802,0,73,8,500,0.166407922023117
"result.74",0.1,0.1,0.123723551862594,0.553432054079007,0.0384962237792419,0,0,0.0547392675546017,0.205453967744271,1,0.0368331721401871,0,0.0349480770347398,0,74,8,500,0.148773575748272
"result.75",0.1,0.1,0.173194566535905,0.521942378505328,0.0382765366620553,0,0,0.102253444967325,0.249969555149179,1,0.0367589635292923,0,0.034437991948012,0,75,8,500,0.10472534502185
"result.76",0.1,0.1,0.0961993583925584,0.484135067470303,0.03526046828189,0,0,0.0423101489709116,0.175829419597831,1,0.0388567812245156,0,0.0355711887780857,0,76,8,500,0.225774946061182
"result.77",0.1,0.1,0.0930279681786759,0.476157133945088,0.0413228810817087,0,0,0.0289638431271166,0.18446182931122,1,0.0391105750412812,0,0.0355322272575252,0,77,8,500,0.0951134394261556
"result.78",0.1,0.1,0.190083322255983,0.4937445002356,0.0375453723260318,0,0,0.132826052090049,0.271627337961613,1,0.0380995192236932,0,0.0314142462854392,0,78,8,500,0.211191043836153
"result.79",0.1,0.1,0.150183758205325,0.480329226517573,0.0399033057472921,0,0,0.0846296057209376,0.240319543592217,1,0.0394183744853523,0,0.0362766167316648,0,79,8,500,0.171058118047633
"result.80",0.1,0.1,0.105714400172861,0.496062218333284,0.0387153787776549,0,0,0.0436152472036092,0.194919639590366,1,0.0405105198098513,0,0.0340996330022925,0,80,8,500,0.132529192284484
"result.81",0.1,0.1,0.0594469560012357,0.514949192714321,0.0393033803352069,1,0,0.00432893705650042,0.147520054709875,1,0.0414953906366095,1,0.0365444349462831,0,81,8,500,0.116761534452639
"result.82",0.1,0.1,0.0565692966153448,0.529274216807363,0.0369263960008216,1,0,0.00474170526530683,0.142551603903183,1,0.0425265300213697,1,0.0371206413517486,0,82,8,500,0.197069186849619
"result.83",0.1,0.1,0.17091672208047,0.492994351060048,0.0405201376832613,0,0,0.0968368966614839,0.245483971179241,1,0.0375634318273658,0,0.0384384146855823,0,83,8,500,-0.0183170429823697
"result.84",0.1,0.1,0.175306152697331,0.521676130500746,0.0388496421627928,0,0,0.0977491022905034,0.252895616260807,1,0.0388981467379008,0,0.0300560114541118,0,84,8,500,0.00260058948161443
"result.85",0.1,0.1,0.112866116180886,0.464831409307683,0.0415541881002241,0,0,0.0470465613319195,0.209539125198389,1,0.0421596831001621,0,0.0370072251330964,0,85,8,500,0.0112883803867005
"result.86",0.1,0.1,0.0475391087996603,0.515639786212732,0.0399686169690837,1,0,-0.0178837503105305,0.145578493005406,0,0.0376830343045271,1,0.0294450252513771,0,86,8,500,0.102757989825404
"result.87",0.1,0.1,0.135640583318653,0.529198022006751,0.0395948362716145,0,0,0.0658495438644211,0.220511789804343,1,0.0399848914424064,0,0.0334253237257848,0,87,8,500,0.0960756288402702
"result.88",0.1,0.1,0.143308976123318,0.513335788259159,0.0366669080724976,0,0,0.0733132130892215,0.220476578629274,1,0.0396150709918172,0,0.0351838281658294,0,88,8,500,0.100975771515513
"result.89",0.1,0.1,0.0804506908047092,0.538341305458064,0.0386931754945803,0,0,0.0178572684145855,0.168129816848362,1,0.0366973585184012,0,0.0324521132428175,0,89,8,500,0.162899612960626
"result.90",0.1,0.1,0.113619460398276,0.526866338693766,0.0424619387116439,0,0,0.041549580356717,0.197245266073882,1,0.0440835163765518,0,0.0320369526886296,0,90,8,500,0.0630100582992246
"result.91",0.1,0.1,0.149716306642391,0.47061899025152,0.0393211822852099,0,0,0.0815741056666681,0.23152564904076,1,0.0385599088206205,0,0.031668833566519,0,91,8,500,0.106252158548788
"result.92",0.1,0.1,0.1061395313835,0.44241483518051,0.0385355693114484,0,0,0.0492065048678421,0.192662322954296,1,0.0409202624939575,0,0.0352442501086647,0,92,8,500,0.176157229493234
"result.93",0.1,0.1,0.0726341331699971,0.51086702458525,0.0377422932564631,1,0,0.0173676085732478,0.163264128473266,1,0.0406765361722136,1,0.0338386034573314,0,93,8,500,0.183137577518431
"result.94",0.1,0.1,0.111759221913109,0.568164431054283,0.0370950082452424,0,0,0.0470586631030162,0.194156607620387,1,0.0377465943697548,0,0.0316073916715561,0,94,8,500,0.0305106143117032
"result.95",0.1,0.1,0.147401674599487,0.466628585304446,0.039446984591689,0,0,0.0800368876381506,0.233585927567758,1,0.0378933623289002,0,0.0323278906659895,0,95,8,500,0.112652490685786
"result.96",0.1,0.1,0.107350223449981,0.539615017698277,0.0436062087472826,0,0,0.0262667658234934,0.186449167165039,1,0.0378686127524104,0,0.030744045539201,0,96,8,500,0.017619568549276
"result.97",0.1,0.1,0.0611779948602959,0.462416050414286,0.0514827272057216,1,0,-0.0659277726977543,0.16746355391505,0,0.0418945119232047,1,0.0360541812535701,0,97,8,500,0.086004078123127
"result.98",0.1,0.1,0.107261534815645,0.458316850524141,0.0414070954965261,0,0,0.0391338282346374,0.200948954762341,1,0.0427099906192707,0,0.0354683208642002,0,98,8,500,0.0892969102874966
"result.99",0.1,0.1,0.147079577248956,0.495580779052629,0.0432681645291418,0,0,0.0724911194243085,0.23384815766105,1,0.0389103195268403,0,0.0340316705560029,0,99,8,500,0.0314850019708942
"result.100",0.1,0.1,0.12993567711312,0.534318548314871,0.0386327520626163,0,0,0.0528376009410448,0.202715776358584,1,0.0387392880585028,0,0.0314601492764938,0,100,8,500,0.15493090353289
"result.1",0.2,0.1,0.200387891843702,0.509293550984486,0.136397521199834,1,0,0.0276495595171907,0.535839470541303,1,0.131169827666199,1,0.0844479475860135,0,1,9,50,0.328214361059111
"result.2",0.2,0.1,-0.0190067173693034,0.813746385219305,0.118925702163931,1,0,-0.243734728463586,0.235139246315932,0,0.102608600391287,1,0.0766608380312294,0,2,9,50,0.378606897894906
"result.3",0.2,0.1,-0.169131249441073,0.703178118434955,0.255532662888387,1,0,-0.403396959289511,0.494171112060941,0,0.120839398962602,1,0.0848201548442656,0,3,9,50,-0.0516935291849576
"result.4",0.2,0.1,0.242840314716106,0.655065303159356,0.182294936199182,1,0,-0.303175714979958,0.445457589873436,0,0.0936136129174146,0,0.0648723329120585,0,4,9,50,0.161812267519718
"result.5",0.2,0.1,0.402697922705276,0.295056617261366,0.387245914436405,1,1,-0.632681797688019,0.686210168280313,0,0.697124519765785,1,0.963281760963059,1,5,9,50,0.289877963876308
"result.6",0.2,0.1,0.435803162969596,0.551091602309734,0.106132947919927,0,0,0.245722111377265,0.643713356956764,1,0.0853202114005548,0,0.0900694082009828,0,6,9,50,0.0112639536509739
"result.7",0.2,0.1,0.300446150708517,0.396789602051829,0.198014060306339,1,0,-0.292658472773596,0.610427390257202,0,0.135572307530797,0,0.129741615491019,0,7,9,50,0.140002144094123
"result.8",0.2,0.1,0.278515110139642,0.668741924277856,0.236948306241773,1,0,-0.441946494685952,0.574886933720611,0,0.134876615462216,0,0.0892548703023138,0,8,9,50,-0.0101686014513823
"result.9",0.2,0.1,0.17729357237082,0.595067053750003,0.176341514661734,1,0,-0.287524753548996,0.479851944830969,0,0.190687162952687,1,0.111242702018502,0,9,9,50,0.106892949708171
"result.10",0.2,0.1,0.241267004405679,0.532045300864112,0.236873060011633,1,0,-0.348785849585164,0.635976039502258,0,0.340772153848963,1,0.142637863738742,0,10,9,50,-0.0657275013333191
"result.11",0.2,0.1,0.441743905048361,0.334881166039929,0.134834022473823,0,0,0.200517238364813,0.740358622906727,1,0.157470094064331,0,0.161666266023467,0,11,9,50,0.34323106162739
"result.12",0.2,0.1,-0.410887471940143,0.247109994628174,0.411192806243394,1,1,-0.609045139821978,0.560334516449047,0,0.131776664262169,0,0.207871697301219,1,12,9,50,-0.112775686569206
"result.13",0.2,0.1,0.0522314920279686,0.611211753377887,0.162901146527554,1,0,-0.188255083160539,0.456197021918877,0,0.196759231240636,1,0.113316523016864,0,13,9,50,0.309271087941775
"result.14",0.2,0.1,0.335447196787921,0.38531304964884,0.129437994467799,0,0,0.0569884569299752,0.588395967214376,1,0.0910487131774021,0,0.112589536337153,0,14,9,50,0.185826454113855
"result.15",0.2,0.1,0.392405635290705,0.351460318682363,0.352950251842868,1,0,-0.602997668840212,0.66703957025973,0,0.111478850490749,0,0.0895342784280169,0,15,9,50,0.20408466773185
"result.16",0.2,0.1,0.308330409336236,0.625968618106737,0.151350356358816,0,0,-0.0741821893176446,0.53676296711022,0,0.115589408149174,0,0.0913249696818553,0,16,9,50,-0.0485720806618349
"result.17",0.2,0.1,0.29820264975764,0.442524546293631,0.38915628374993,1,0,-0.556366828892474,0.566231532366848,0,0.105844679714826,0,0.146708836153234,0,17,9,50,-0.119087422347465
"result.18",0.2,0.1,0.391633468199426,0.217973553363549,0.358401938032937,1,1,-0.556594101873859,0.613014252421296,0,0.199734196566377,0,0.257581530863432,1,18,9,50,0.0642472808904101
"result.19",0.2,0.1,0.185704556266825,0.502986551414258,0.159418809411106,1,0,-0.144843633751788,0.547355215833511,0,0.118413943362025,1,0.130352390860049,0,19,9,50,0.241759759147532
"result.20",0.2,0.1,0.190903882188558,0.636898233782725,0.121617510765959,1,0,0.0158066556055447,0.483874267607984,1,0.134829463913161,1,0.0834127963247121,0,20,9,50,0.215049970907327
"result.21",0.2,0.1,0.377954242189089,0.382794180541922,0.0980584559964344,0,0,0.20972774979668,0.582127058710871,1,0.0960701806143105,0,0.0901334677370936,0,21,9,50,0.416475957514608
"result.22",0.2,0.1,0.283637773213091,0.617686075296394,0.208048890789574,1,0,-0.311008306361819,0.490726262180319,0,0.11687848138809,0,0.0615610757201266,0,22,9,50,0.0207111351098927
"result.23",0.2,0.1,0.0735886767504126,0.541529009615064,0.287150025061767,1,0,-0.486428569474362,0.489413621020743,0,0.130302954344659,1,0.0913545905540201,0,23,9,50,0.140040225101341
"result.24",0.2,0.1,0.186179059231061,0.503951216379263,0.206640194224173,1,0,-0.323495519662114,0.580335135453527,0,0.169092496241633,1,0.0892970456603747,0,24,9,50,0.0798454998880465
"result.25",0.2,0.1,0.179340645354243,0.599941431430457,0.15625350522914,1,0,-0.0541609572213941,0.544886979387752,0,0.124831987927771,1,0.0867168959021293,0,25,9,50,0.280275571372327
"result.26",0.2,0.1,0.350046537585876,0.326916682999689,0.354842478563458,1,1,-0.569026977170155,0.644349466555474,0,0.187385710573782,1,0.141627981347586,0,26,9,50,0.0214719890321202
"result.27",0.2,0.1,-0.154644968668055,0.672215985412502,0.298643202347847,1,0,-0.48477081004094,0.539824940765155,0,0.213643032659309,1,0.0785141688821354,0,27,9,50,-0.026889801346329
"result.28",0.2,0.1,-0.335649730149243,0.279479249472076,0.390426455901591,1,1,-0.668672521354419,0.521237800477396,0,0.164593887280728,0,0.325533770451543,1,28,9,50,-0.2822244665584
"result.29",0.2,0.1,0.20354281565494,0.582967864363604,0.239533212072381,1,0,-0.43062262515478,0.486896171139054,0,0.115738619672402,1,0.0775311575060749,0,29,9,50,0.0136225678505633
"result.30",0.2,0.1,0.468528467833526,0.558964842306699,0.0958567755742958,0,0,0.276879525068612,0.631129910361484,1,0.0821598105706056,0,0.0868988171233624,0,30,9,50,0.239391915992666
"result.31",0.2,0.1,0.194095923210514,0.585120690012478,0.123181928878919,1,0,0.0271656850996773,0.483305917010394,1,0.120377705448081,1,0.123690856536445,0,31,9,50,0.321185106515077
"result.32",0.2,0.1,0.266713611106582,0.644551563156782,0.246285162140263,1,0,-0.360822670592664,0.55900309761696,0,0.134251086310544,0,0.124271858060212,0,32,9,50,-0.0981227217029772
"result.33",0.2,0.1,0.30618269210072,0.602065341938162,0.184499304817544,1,0,-0.224565365586381,0.557831416696391,0,0.129478380567422,0,0.0987287476519859,0,33,9,50,-0.0457018945812694
"result.34",0.2,0.1,0.288511802537849,0.629788433289748,0.106136543301437,0,0,0.0845416973440446,0.509370364810282,1,0.0872079083275658,0,0.0653525625905738,0,34,9,50,0.151754311045208
"result.35",0.2,0.1,0.230057862759866,0.474350272470775,0.134597169172544,1,0,0.0537128551570992,0.553506602068196,1,0.110112922571775,0,0.0917783165126525,0,35,9,50,0.171396016281
"result.36",0.2,0.1,0.211564966952668,0.512143370704659,0.166481357949511,1,0,-0.171690061421561,0.542221637800894,0,0.131864229756484,1,0.0976564995144566,0,36,9,50,0.0685144011589664
"result.37",0.2,0.1,0.24455054656408,0.541937933526593,0.250462396399636,1,0,-0.384917503024149,0.589179113750902,0,0.183892010302295,1,0.115086858597912,0,37,9,50,0.151632967633516
"result.38",0.2,0.1,0.239162361258778,0.52421087232008,0.301348680287725,1,0,-0.453112809407686,0.515483165138017,0,0.104483031083894,0,0.084960732363782,0,38,9,50,0.273031063348094
"result.39",0.2,0.1,0.407945315055781,0.500371297222875,0.106444000093301,0,0,0.213284347484061,0.610240525668997,1,0.113002377977808,0,0.0965848929536515,0,39,9,50,0.268828649185241
"result.40",0.2,0.1,0.312966631616634,0.549107469825566,0.192820537827287,1,0,-0.282847648606387,0.587042812123288,0,0.110765210858596,0,0.142948944881259,0,40,9,50,0.0778842343685525
"result.41",0.2,0.1,0.102739276867793,0.69500403976051,0.148636113298225,1,0,-0.221586621968516,0.374861668457917,0,0.13752554156974,1,0.0790571505832172,0,41,9,50,0.15836521295848
"result.42",0.2,0.1,0.222217684236753,0.739643384746928,0.230038976333547,1,0,-0.332880978084098,0.483093234512391,0,0.135471064160014,1,0.0868619776750908,0,42,9,50,-0.0388499979795942
